date      , match_type, pitch_type   , ground                                                                       , your_team   , opposition_team, bowler_name         , bowler_type       , wickets, runs , economy, overs, start_time, match_period, weather_time    , temperature_2m, relative_humidity_2m, dew_point_2m, pressure_msl, cloud_cover, wind_speed_10m, wind_direction_10m, wind_gusts_10m, precipitation
2022-10-04, T20       , Flat         , Indore                                                                       , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     1.0,  38.0,    9.5 ,   4.0, 19:00     , night       , 2022-10-04T19:00, 25.1          ,                 59.0, 16.6        ,       1008.4,       100.0,            9.4,              337.0,           17.6,           0.0
2022-10-06, ODI       , Flat         , Lucknow                                                                      , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  45.0,    5.62,   8.0, 14:30     , day         , 2022-10-06T14:00, 27.6          ,                 82.0, 24.3        ,       1005.2,       100.0,            4.7,              122.0,           20.9,           0.4
2023-09-10, ODI       , Slow         , Colombo                                                                      , India       , Pakistan       , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  26.0,    5.2 ,   5.0, 14:30     , day         , 2023-09-10T14:00, 27.0          ,                 84.0, 24.1        ,       1008.0,        99.0,           16.3,              248.0,           33.1,           0.3
2023-09-12, ODI       , Slow         , Colombo                                                                      , India       , Sri Lanka      , Ravindra Jadeja     , LeftArmOrthodox   ,     2.0,  33.0,    3.3 ,  10.0, 14:30     , day         , 2023-09-12T14:00, 28.2          ,                 81.0, 24.6        ,       1008.8,       100.0,           17.1,              228.0,           33.8,           0.4
2023-10-14, ODI       , Slow         , Ahmedabad                                                                    , India       , Pakistan       , Ravindra Jadeja     , LeftArmOrthodox   ,     2.0,  38.0,    3.8 ,  10.0, 14:30     , day         , 2023-10-14T14:00, 35.3          ,                 36.0, 17.8        ,       1010.6,        23.0,            7.8,              257.0,           17.6,           0.0
2023-10-22, ODI       , Green        , Dharamsala                                                                   , India       , New Zealand    , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  48.0,    4.8 ,  10.0, 14:30     , day         , 2023-10-22T14:00, 18.2          ,                 57.0, 9.4         ,       1018.8,        93.0,            8.4,              220.0,           28.8,           0.0
2023-10-29, ODI       , Dry          , Lucknow                                                                      , India       , England        , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  16.0,    4.0 ,   4.0, 14:30     , day         , 2023-10-29T14:00, 30.6          ,                 35.0, 13.2        ,       1012.1,         0.0,            5.8,              300.0,           14.4,           0.0
2023-11-02, ODI       , Flat         , Mumbai                                                                       , India       , Sri Lanka      , Ravindra Jadeja     , LeftArmOrthodox   ,     1.0,   4.0,    4.0 ,   1.0, 14:30     , day         , 2023-11-02T14:00, 33.4          ,                 38.0, 17.2        ,       1009.6,         6.0,           10.7,              312.0,           23.4,           0.0
2023-11-05, ODI       , Slow         , Kolkata                                                                      , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     5.0,  33.0,    3.66,   9.0, 14:30     , day         , 2023-11-05T14:00, 29.6          ,                 60.0, 21.0        ,       1011.2,        33.0,            3.3,               49.0,           14.0,           0.0
2023-11-15, ODI       , Flat         , Mumbai                                                                       , India       , New Zealand    , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  63.0,    6.3 ,  10.0, 14:30     , day         , 2023-11-15T14:00, 32.9          ,                 39.0, 17.2        ,       1010.6,         0.0,           11.9,              270.0,           25.9,           0.0
2023-12-12, T20       , Green        , Gqeberha                                                                     , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  28.0,    9.33,   3.0, 19:00     , night       , 2023-12-12T19:00, 16.9          ,                 76.0, 12.6        ,       1019.6,       100.0,           14.5,              199.0,           33.1,           0.0
2023-12-14, T20       , Flat         , Johannesburg                                                                 , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     2.0,  25.0,    8.33,   3.0, 19:00     , night       , 2023-12-14T19:00, 20.5          ,                 64.0, 13.4        ,       1012.7,        54.0,           11.2,              339.0,           31.3,           0.0
2023-12-19, ODI       , Flat         , Gqeberha                                                                     , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  42.0,    4.2 ,  10.0, 14:30     , day         , 2023-12-19T14:00, 22.5          ,                 69.0, 16.5        ,       1017.2,        20.0,           19.8,              117.0,           42.1,           0.0
2024-06-09, T20       , Slow         , New York                                                                     , India       , Pakistan       , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  10.0,    5.0 ,   2.0, 19:00     , night       , 2024-06-09T19:00, 23.6          ,                 42.0, 9.9         ,       1001.5,         7.0,           13.9,              307.0,           27.4,           0.0
2024-06-24, T20       , Flat         , St Lucia                                                                     , India       , Australia      , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  17.0,    5.66,   3.0, 10:30     , day         , 2024-06-24T10:00, 29.5          ,                 71.0, 23.7        ,       1015.1,       100.0,           24.1,               80.0,           56.2,           0.0
2024-06-27, T20       , Slow         , Guyana                                                                       , India       , England        , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  16.0,    5.33,   3.0, 10:30     , day         , 2024-06-27T10:00, 28.7          ,                 72.0, 23.1        ,       1014.1,        26.0,            4.3,               42.0,           16.9,           0.0
2024-08-04, ODI       , Slow         , Colombo                                                                      , India       , Sri Lanka      , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  40.0,    4.0 ,  10.0, 14:30     , day         , 2024-08-04T14:00, 28.6          ,                 80.0, 24.7        ,       1007.9,        91.0,           20.9,              266.0,           42.5,           0.2
2024-08-07, ODI       , Slow         , Colombo                                                                      , India       , Sri Lanka      , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  53.0,    5.3 ,  10.0, 14:30     , day         , 2024-08-07T14:00, 28.8          ,                 78.0, 24.6        ,       1007.1,        59.0,           16.4,              255.0,           33.5,           0.0
2025-01-18, ODI       , Flat         , Indore                                                                       , India       , New Zealand    , Ravindra Jadeja     , LeftArmOrthodox   ,     2.0,  42.0,    4.2 ,  10.0, 14:30     , day         , 2025-01-18T14:00, 25.8          ,                 40.0, 11.1        ,       1014.3,         0.0,            8.7,              130.0,           26.6,           0.0
2025-01-25, ODI       , Slow         , Nagpur                                                                       , India       , England        , Ravindra Jadeja     , LeftArmOrthodox   ,     2.0,  40.0,    4.0 ,  10.0, 14:30     , day         , 2025-01-25T14:00, 30.4          ,                 34.0, 12.8        ,       1011.6,         0.0,            4.4,              148.0,           22.3,           0.0
2025-01-28, ODI       , Dry          , Pune                                                                         , India       , England        , Ravindra Jadeja     , LeftArmOrthodox   ,     1.0,  48.0,    4.8 ,  10.0, 14:30     , day         , 2025-01-28T14:00, 33.8          ,                 21.0, 8.1         ,       1009.3,       100.0,            5.6,              299.0,           21.6,           0.0
2025-11-06, T20       , Flat         , Melbourne                                                                    , India       , Australia      , Ravindra Jadeja     , LeftArmOrthodox   ,     0.0,  33.0,    8.25,   4.0, 19:00     , night       , 2025-11-06T19:00, 20.5          ,                 61.0, 12.7        ,       1009.8,       100.0,            2.5,              201.0,            5.8,           0.0
2025-11-20, ODI       , Dry          , Karachi                                                                      , India       , Pakistan       , Ravindra Jadeja     , LeftArmOrthodox   ,     1.0,  44.0,    4.4 ,  10.0, 14:30     , day         , 2025-11-20T14:00, 28.4          ,                 42.0, 14.2        ,       1015.9,         0.0,            7.4,              202.0,           23.0,           0.0
2025-11-28, T20       , Slow         , Durban                                                                       , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     1.0,  22.0,    5.5 ,   4.0, 19:00     , night       , 2025-11-28T19:00, 24.9          ,                 83.0, 21.8        ,       1010.2,        96.0,           28.4,               39.0,           67.0,           0.0
2025-12-01, ODI       , Flat         , Raipur                                                                       , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     1.0,  45.0,    4.5 ,  10.0, 14:30     , day         , 2025-12-01T14:00, 26.4          ,                 45.0, 13.4        ,       1012.3,        93.0,            5.4,               76.0,           20.9,           0.0
2025-12-06, ODI       , Slow         , Vizag                                                                        , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     2.0,  38.0,    3.8 ,  10.0, 14:30     , day         , 2025-12-06T14:00, 27.2          ,                 49.0, 15.5        ,       1014.6,        54.0,           11.8,               79.0,           29.2,           0.0
2026-01-10, ODI       , Dry          , Paarl                                                                        , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     1.0,  41.0,    4.1 ,  10.0, 14:30     , day         , 2026-01-10T14:00, 36.5          ,                 18.0, 8.4         ,       1009.8,         0.0,            6.7,              106.0,           16.9,           0.0
2026-02-15, T20       , Dry          , Cape Town                                                                    , India       , South Africa   , Ravindra Jadeja     , LeftArmOrthodox   ,     2.0,  20.0,    5.0 ,   4.0, 19:00     , night       , 2026-02-15T19:00, 27.3          ,                 42.0, 13.3        ,       1014.6,         0.0,           15.8,              145.0,           45.0,           0.0
2026-03-12, T20       , Slow         , Sydney                                                                       , India       , Australia      , Ravindra Jadeja     , LeftArmOrthodox   ,     2.0,  22.0,    5.5 ,   4.0, 19:00     , night       , 2026-03-12T19:00, 21.6          ,                 68.0, 15.4        ,       1010.2,        16.0,           12.0,              158.0,           33.5,           0.0
2022-02-13, T20       , Flat         , Sydney                                                                       , Sri Lanka   , Australia      , Thushara            , RightArmFast      ,     0.0,  18.0,    9.0 ,   2.0, 19:00     , night       , 2022-02-13T19:00, 22.7          ,                 60.0, 14.6        ,       1021.3,        27.0,            8.9,               43.0,           25.2,           0.0
2022-02-15, T20       , Flat         , Canberra                                                                     , Sri Lanka   , Australia      , Thushara            , RightArmFast      ,     0.0,  28.0,    7.0 ,   4.0, 19:00     , night       , 2022-02-15T19:00, 26.0          ,                 45.0, 13.0        ,       1019.8,        60.0,           12.7,              125.0,           26.3,           0.0
2022-02-18, T20       , Dry          , Melbourne                                                                    , Sri Lanka   , Australia      , Thushara            , RightArmFast      ,     1.0,  18.0,    4.5 ,   4.0, 19:00     , night       , 2022-02-18T19:00, 18.2          ,                 52.0, 8.3         ,       1018.4,        56.0,           27.0,              183.0,           51.1,           0.0
2022-02-20, T20       , Flat         , Melbourne                                                                    , Sri Lanka   , Australia      , Thushara            , RightArmFast      ,     1.0,  25.0,    8.33,   3.0, 19:00     , night       , 2022-02-20T19:00, 20.0          ,                 60.0, 12.0        ,       1005.2,       100.0,           16.2,              176.0,           34.6,           0.0
2024-02-21, T20       , Flat         , Dambulla                                                                     , Sri Lanka   , Afghanistan    , Thushara            , RightArmFast      ,     0.0,  48.0,   12.0 ,   4.0, 19:00     , night       , 2024-02-21T19:00, 26.3          ,                 70.0, 20.4        ,       1011.5,         0.0,           10.9,               82.0,           18.4,           0.0
2024-03-09, T20       , Dry          , Sylhet International Cricket Stadium                                         , Sri Lanka   , Bangladesh     , Thushara            , RightArmFast      ,     5.0,  20.0,    5.0 ,   4.0, 19:00     , night       , 2024-03-09T19:00, 19.4          ,                 73.0, 14.3        ,       1011.9,         0.0,            7.2,              273.0,           11.9,           0.0
2024-06-03, T20       , Slow         , Nassau County International Stadium                                          , Sri Lanka   , South Africa   , Thushara            , RightArmFast      ,     1.0,  18.0,    6.0 ,   3.0, 19:00     , night       , 2024-06-03T19:00, 22.8          ,                 74.0, 17.9        ,       1012.0,       100.0,            7.2,              183.0,           21.6,           0.0
2024-06-07, T20       , Hard         , Grand Prairie Stadium                                                        , Sri Lanka   , Bangladesh     , Thushara            , RightArmFast      ,     4.0,  18.0,    4.5 ,   4.0, 19:00     , night       , 2024-06-07T19:00, 30.8          ,                 61.0, 22.5        ,       1009.6,         5.0,           17.6,              165.0,           32.4,           0.0
2024-10-15, T20       , Slow         , Dambulla                                                                     , Sri Lanka   , West Indies    , Thushara            , RightArmFast      ,     0.0,   9.0,    9.0 ,   1.0, 19:00     , night       , 2024-10-15T19:00, 23.8          ,                 92.0, 22.4        ,       1009.1,       100.0,           16.7,              225.0,           32.0,           0.0
2024-10-17, T20       , Slow         , Dambulla                                                                     , Sri Lanka   , West Indies    , Thushara            , RightArmFast      ,     1.0,  27.0,    9.0 ,   3.0, 19:00     , night       , 2024-10-17T19:00, 25.7          ,                 83.0, 22.5        ,       1009.3,         2.0,           14.7,              228.0,           28.4,           0.0
2024-11-09, T20       , Slow         , Dambulla                                                                     , Sri Lanka   , New Zealand    , Thushara            , RightArmFast      ,     2.0,  14.0,    7.0 ,   2.0, 19:00     , night       , 2024-11-09T19:00, 24.1          ,                 86.0, 21.8        ,       1011.0,        25.0,            7.0,              102.0,           14.8,           0.0
2024-11-10, T20       , Dry          , Dambulla                                                                     , Sri Lanka   , New Zealand    , Thushara            , RightArmFast      ,     2.0,  22.0,    5.5 ,   4.0, 19:00     , night       , 2024-11-10T19:00, 24.4          ,                 86.0, 21.9        ,       1010.8,        76.0,            9.2,              116.0,           15.8,           0.1
2024-12-28, T20       , Flat         , Mount Maunganui                                                              , Sri Lanka   , New Zealand    , Thushara            , RightArmFast      ,     0.0,  28.0,    7.0 ,   4.0, 19:00     , night       , 2024-12-28T19:00, 24.0          ,                 64.0, 16.7        ,       1004.5,        34.0,           17.6,              238.0,           47.9,           0.0
2024-12-30, T20       , Flat         , Mount Maunganui                                                              , Sri Lanka   , New Zealand    , Thushara            , RightArmFast      ,     1.0,  25.0,    6.25,   4.0, 19:00     , night       , 2024-12-30T19:00, 20.3          ,                 61.0, 12.5        ,        999.7,         0.0,           26.8,              249.0,           55.8,           0.0
2025-01-02, T20       , Flat         , Auckland                                                                     , Sri Lanka   , New Zealand    , Thushara            , RightArmFast      ,     1.0,  33.0,    8.25,   4.0, 19:00     , night       , 2025-01-02T19:00, 19.6          ,                 61.0, 11.8        ,       1008.4,        20.0,           20.2,              234.0,           48.6,           0.0
2025-07-13, T20       , Slow         , Colombo                                                                      , Sri Lanka   , Bangladesh     , Thushara            , RightArmFast      ,     1.0,  32.0,    8.0 ,   4.0, 19:00     , night       , 2025-07-13T19:00, 27.9          ,                 81.0, 24.3        ,       1009.3,        90.0,           15.4,              237.0,           32.0,           0.0
2025-07-15, T20       , Slow         , Colombo                                                                      , Sri Lanka   , Bangladesh     , Thushara            , RightArmFast      ,     1.0,  25.0,    8.33,   3.0, 19:00     , night       , 2025-07-15T19:00, 27.7          ,                 83.0, 24.5        ,       1008.2,       100.0,           15.3,              246.0,           32.0,           0.0
2025-09-18, T20       , Slow         , Abu Dhabi                                                                    , Sri Lanka   , Afghanistan    , Thushara            , RightArmFast      ,     4.0,  18.0,    4.5 ,   4.0, 19:00     , night       , 2025-09-18T19:00, 33.5          ,                 71.0, 27.5        ,       1003.0,        11.0,            7.9,              325.0,           22.7,           0.0
2025-09-22, T20       , Slow         , Abu Dhabi                                                                    , Sri Lanka   , Pakistan       , Thushara            , RightArmFast      ,     0.0,  29.0,    7.25,   4.0, 19:00     , night       , 2025-09-22T19:00, 33.0          ,                 78.0, 28.7        ,       1005.0,         0.0,           10.7,              344.0,           25.9,           0.0
2025-09-26, T20       , Slow         , Colombo                                                                      , Sri Lanka   , India          , Thushara            , RightArmFast      ,     0.0,  43.0,   10.75,   4.0, 19:00     , night       , 2025-09-26T19:00, 26.2          ,                 87.0, 23.9        ,       1010.5,        97.0,           10.4,              250.0,           24.8,           0.1
2026-01-07, T20       , Flat         , Colombo                                                                      , Sri Lanka   , Pakistan       , Thushara            , RightArmFast      ,     0.0,  31.0,   15.5 ,   2.0, 19:00     , night       , 2026-01-07T19:00, 25.4          ,                 73.0, 20.1        ,       1012.2,       100.0,           21.8,               22.0,           46.8,           0.0
2026-02-10, T20       , Flat         , Colombo                                                                      , Sri Lanka   , Australia      , Thushara            , RightArmFast      ,     1.0,  32.0,    8.0 ,   4.0, 19:00     , night       , 2026-02-10T19:00, 27.9          ,                 46.0, 15.1        ,       1012.6,        99.0,            8.7,               52.0,           31.7,           0.0
2019-09-01, T20       , Flat         , Kandy                                                                        , Sri Lanka   , New Zealand    , Wanindu Hasaranga   , RightArmLegBreak  ,     2.0,  21.0,    5.25,   4.0, 19:00     , night       , 2019-09-01T19:00, 22.6          ,                 87.0, 20.4        ,       1010.8,        89.0,            6.3,              246.0,           23.4,           0.0
2019-09-03, T20       , Flat         , Kandy                                                                        , Sri Lanka   , New Zealand    , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  32.0,    8.0 ,   4.0, 19:00     , night       , 2019-09-03T19:00, 23.0          ,                 89.0, 21.0        ,       1010.6,        90.0,            8.4,              245.0,           31.7,           0.0
2019-09-06, T20       , Flat         , Kandy                                                                        , Sri Lanka   , New Zealand    , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  13.0,    3.25,   4.0, 19:00     , night       , 2019-09-06T19:00, 23.1          ,                 86.0, 20.5        ,       1010.3,        87.0,            6.6,              221.0,           24.8,           0.0
2019-10-05, T20       , Flat         , Lahore                                                                       , Sri Lanka   , Pakistan       , Wanindu Hasaranga   , RightArmLegBreak  ,     2.0,  20.0,    5.0 ,   4.0, 19:00     , night       , 2019-10-05T19:00, 24.3          ,                 68.0, 17.9        ,       1010.1,        34.0,            7.2,              288.0,           10.4,           0.0
2019-10-07, T20       , Flat         , Lahore                                                                       , Sri Lanka   , Pakistan       , Wanindu Hasaranga   , RightArmLegBreak  ,     3.0,  38.0,    9.5 ,   4.0, 19:00     , night       , 2019-10-07T19:00, 24.9          ,                 57.0, 15.6        ,       1012.4,         0.0,            7.9,              321.0,           12.6,           0.0
2019-10-09, T20       , Flat         , Lahore                                                                       , Sri Lanka   , Pakistan       , Wanindu Hasaranga   , RightArmLegBreak  ,     3.0,  21.0,    5.25,   4.0, 19:00     , night       , 2019-10-09T19:00, 25.8          ,                 59.0, 17.1        ,       1011.0,         2.0,            6.4,               52.0,            9.4,           0.0
2020-01-07, T20       , Flat         , Indore                                                                       , Sri Lanka   , India          , Wanindu Hasaranga   , RightArmLegBreak  ,     2.0,  30.0,    7.5 ,   4.0, 19:00     , night       , 2020-01-07T19:00, 20.0          ,                 73.0, 15.1        ,       1013.7,        25.0,            6.6,              279.0,           10.1,           0.0
2020-01-10, T20       , Flat         , Pune                                                                         , Sri Lanka   , India          , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  27.0,    6.75,   4.0, 19:00     , night       , 2020-01-10T19:00, 21.1          ,                 70.0, 15.5        ,       1014.4,        26.0,            5.7,              125.0,           12.2,           0.0
2020-02-22, ODI       , Flat         , Colombo                                                                      , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  50.0,    5.0 ,  10.0, 14:30     , day         , 2020-02-22T14:00, 30.6          ,                 62.0, 22.6        ,       1009.9,        41.0,           16.4,              213.0,           42.8,           0.3
2020-02-26, ODI       , Slow         , Hambantota                                                                   , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     3.0,  30.0,    3.0 ,  10.0, 14:30     , day         , 2020-02-26T14:00, 31.0          ,                 62.0, 23.0        ,       1007.9,        26.0,           28.5,               87.0,           59.0,           0.0
2020-03-01, ODI       , Slow         , Kandy                                                                        , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  41.0,    4.1 ,  10.0, 14:30     , day         , 2020-03-01T14:00, 31.0          ,                 41.0, 16.4        ,       1009.3,        79.0,           15.1,               91.0,           39.2,           0.0
2020-03-04, T20       , Flat         , Kandy                                                                        , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  33.0,    8.25,   4.0, 19:00     , night       , 2020-03-04T19:00, 26.5          ,                 61.0, 18.5        ,       1010.1,        90.0,           11.7,              101.0,           31.0,           0.0
2020-03-06, T20       , Flat         , Kandy                                                                        , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     2.0,  15.0,    3.75,   4.0, 19:00     , night       , 2020-03-06T19:00, 25.5          ,                 76.0, 21.0        ,       1012.0,        93.0,            5.7,              305.0,           13.7,           0.1
2021-03-03, T20       , Slow         , Coolidge                                                                     , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     3.0,  12.0,    3.0 ,   4.0, 19:00     , night       , 2021-03-03T19:00, 18.2          ,                 32.0, 1.1         ,       1011.7,         0.0,           20.9,              226.0,           58.7,           0.0
2021-03-05, T20       , Slow         , Coolidge                                                                     , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     3.0,  17.0,    4.25,   4.0, 19:00     , night       , 2021-03-05T19:00, 19.5          ,                 13.0, -9.6        ,       1013.0,         0.0,           10.7,               33.0,           14.4,           0.0
2021-03-07, T20       , Slow         , Coolidge                                                                     , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  13.0,    4.33,   3.0, 19:00     , night       , 2021-03-07T19:00, 26.0          ,                 12.0, -6.2        ,       1012.1,        51.0,            6.6,              283.0,           13.3,           0.0
2021-03-10, ODI       , Flat         , North Sound                                                                  , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  26.0,    2.6 ,  10.0, 14:30     , day         , 2021-03-10T14:00, 25.4          ,                 74.0, 20.5        ,       1017.0,        27.0,           25.6,               92.0,           33.1,           0.0
2021-03-12, ODI       , Flat         , North Sound                                                                  , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  40.0,    4.0 ,  10.0, 14:30     , day         , 2021-03-12T14:00, 25.1          ,                 70.0, 19.3        ,       1016.4,         3.0,           14.0,              113.0,           20.9,           0.0
2021-03-14, ODI       , Flat         , North Sound                                                                  , Sri Lanka   , West Indies    , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  41.0,    4.1 ,  10.0, 14:30     , day         , 2021-03-14T14:00, 24.7          ,                 76.0, 20.2        ,       1016.4,        45.0,           13.0,              346.0,           18.7,           0.0
2021-05-23, ODI       , Slow         , Dhaka                                                                        , Sri Lanka   , Bangladesh     , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  33.0,    3.3 ,  10.0, 14:30     , day         , 2021-05-23T14:00, 34.8          ,                 57.0, 24.9        ,       1000.9,        38.0,            1.5,               14.0,           13.3,           0.0
2021-05-25, ODI       , Slow         , Dhaka                                                                        , Sri Lanka   , Bangladesh     , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  33.0,    3.3 ,  10.0, 14:30     , day         , 2021-05-25T14:00, 30.8          ,                 79.0, 26.7        ,        998.3,        95.0,           13.2,              158.0,           40.0,           8.7
2021-05-28, ODI       , Slow         , Dhaka                                                                        , Sri Lanka   , Bangladesh     , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  47.0,    4.7 ,  10.0, 14:30     , day         , 2021-05-28T14:00, 31.9          ,                 66.0, 24.8        ,       1005.2,        23.0,           18.4,              163.0,           40.7,           0.1
2021-06-23, T20       , Flat         , Cardiff                                                                      , Sri Lanka   , England        , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  12.0,    3.0 ,   4.0, 19:00     , night       , 2021-06-23T19:00, 15.8          ,                 75.0, 11.3        ,       1023.7,        80.0,           14.1,              266.0,           30.2,           0.0
2021-06-24, T20       , Flat         , Cardiff                                                                      , Sri Lanka   , England        , Wanindu Hasaranga   , RightArmLegBreak  ,     2.0,  20.0,    5.0 ,   4.0, 19:00     , night       , 2021-06-24T19:00, 15.8          ,                 77.0, 11.9        ,       1020.7,        45.0,           19.8,              260.0,           43.2,           0.0
2021-06-29, ODI       , Slow         , Chester-le-Street                                                            , Sri Lanka   , England        , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  26.0,    3.25,   8.0, 14:30     , day         , 2021-06-29T14:00, 17.4          ,                 70.0, 11.9        ,       1018.0,       100.0,           15.2,               22.0,           34.6,           0.0
2021-07-01, ODI       , Slow         , London                                                                       , Sri Lanka   , England        , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  46.0,    4.6 ,  10.0, 14:30     , day         , 2021-07-01T14:00, 19.9          ,                 59.0, 11.6        ,       1017.7,       100.0,           11.9,                3.0,           25.9,           0.0
2021-07-04, ODI       , Slow         , Bristol County Ground                                                        , Sri Lanka   , England        , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,   0.0,    0.0 ,      , 14:30     , day         , 2021-07-04T14:00, 17.0          ,                 83.0, 14.0        ,       1004.2,       100.0,           16.8,              208.0,           32.8,           6.1
2021-07-18, ODI       , Slow         , Colombo                                                                      , Sri Lanka   , India          , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  38.0,    4.22,   9.0, 14:30     , day         , 2021-07-18T14:00, 28.7          ,                 76.0, 24.1        ,       1007.7,        55.0,           24.1,              269.0,           48.6,           0.0
2021-07-20, ODI       , Slow         , Colombo                                                                      , Sri Lanka   , India          , Wanindu Hasaranga   , RightArmLegBreak  ,     3.0,  37.0,    3.7 ,  10.0, 14:30     , day         , 2021-07-20T14:00, 28.9          ,                 75.0, 24.0        ,       1009.9,        91.0,           18.9,              252.0,           37.8,           0.0
2021-07-25, T20       , Slow         , Colombo                                                                      , Sri Lanka   , India          , Wanindu Hasaranga   , RightArmLegBreak  ,     2.0,  28.0,    7.0 ,   4.0, 19:00     , night       , 2021-07-25T19:00, 26.2          ,                 86.0, 23.7        ,       1010.6,        99.0,           13.5,              241.0,           32.8,           0.7
2021-07-27, T20       , Slow         , Colombo                                                                      , Sri Lanka   , India          , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  30.0,    7.5 ,   4.0, 19:00     , night       , 2021-07-27T19:00, 26.2          ,                 88.0, 24.0        ,       1009.7,        69.0,           15.5,              242.0,           28.1,           0.0
2021-07-29, T20       , Slow         , Colombo                                                                      , Sri Lanka   , India          , Wanindu Hasaranga   , RightArmLegBreak  ,     4.0,   9.0,    2.25,   4.0, 19:00     , night       , 2021-07-29T19:00, 26.9          ,                 83.0, 23.9        ,       1010.2,        56.0,           12.6,              243.0,           22.7,           0.0
2021-09-10, T20       , Slow         , Colombo                                                                      , Sri Lanka   , South Africa   , Wanindu Hasaranga   , RightArmLegBreak  ,     2.0,  23.0,    5.75,   4.0, 19:00     , night       , 2021-09-10T19:00, 26.8          ,                 84.0, 23.8        ,       1010.0,       100.0,           11.2,              222.0,           23.4,           0.0
2021-09-12, T20       , Slow         , Colombo                                                                      , Sri Lanka   , South Africa   , Wanindu Hasaranga   , RightArmLegBreak  ,     1.0,  22.0,    5.5 ,   4.0, 19:00     , night       , 2021-09-12T19:00, 26.9          ,                 77.0, 22.6        ,       1009.2,        61.0,           14.3,              227.0,           25.6,           0.0
2021-09-14, T20       , Slow         , Colombo                                                                      , Sri Lanka   , South Africa   , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  32.0,    8.0 ,   4.0, 19:00     , night       , 2021-09-14T19:00, 26.9          ,                 86.0, 24.3        ,       1008.4,        22.0,            8.7,              225.0,           16.2,           0.0
2021-10-24, T20       , Slow         , Sharjah                                                                      , Sri Lanka   , Bangladesh     , Wanindu Hasaranga   , RightArmLegBreak  ,     0.0,  29.0,    9.66,   3.0, 19:00     , night       , 2021-10-24T19:00, 29.6          ,                 66.0, 22.5        ,       1011.2,         0.0,           17.2,              280.0,           30.2,           0.0
2021-10-30, T20       , Slow         , Sharjah                                                                      , Sri Lanka   , South Africa   , Wanindu Hasaranga   , RightArmLegBreak  ,     3.0,  20.0,    5.0 ,   4.0, 19:00     , night       , 2021-10-30T19:00, 29.8          ,                 57.0, 20.2        ,       1018.1,         0.0,           14.4,              360.0,           22.3,           0.0
